tiempo,ángulo
'0:0:53.77,173.18
'0:0:53.78,173.26
'0:0:53.79,173.35
'0:0:53.8,173.44
'0:0:53.81,173.53
'0:0:53.82,173.62
'0:0:53.83,173.70
'0:0:53.84,173.79
'0:0:53.85,173.79
'0:0:53.86,173.79
'0:0:53.87,173.79
'0:0:53.88,173.88
'0:0:53.89,173.88
'0:0:53.9,173.88
'0:0:53.91,173.88
'0:0:53.92,173.88
'0:0:53.93,173.88
'0:0:53.94,173.88
'0:0:53.95,173.88
'0:0:53.96,173.88
'0:0:53.97,173.88
'0:0:53.98,173.88
'0:0:53.99,173.70
'0:0:54.0,173.62
'0:0:54.01,173.35
'0:0:54.02,173.26
'0:0:54.03,173.26
'0:0:54.04,173.00
'0:0:54.05,172.83
'0:0:54.06,172.74
'0:0:54.07,172.47
'0:0:54.08,172.21
'0:0:54.09,172.21
'0:0:54.1,171.86
'0:0:54.11,171.68
'0:0:54.12,171.59
'0:0:54.13,171.33
'0:0:54.14,170.98
'0:0:54.15,170.89
'0:0:54.16,170.72
'0:0:54.17,170.45
'0:0:54.18,170.28
'0:0:54.19,170.01
'0:0:54.2,169.66
'0:0:54.21,169.57
'0:0:54.22,169.22
'0:0:54.23,168.87
'0:0:54.24,168.78
'0:0:54.25,168.43
'0:0:54.26,168.17
'0:0:54.27,167.99
'0:0:54.28,167.37
'0:0:54.29,167.29
'0:0:54.3,167.20
'0:0:54.31,166.85
'0:0:54.32,166.67
'0:0:54.33,166.58
'0:0:54.34,166.32
'0:0:54.35,166.06
'0:0:54.36,165.97
'0:0:54.37,165.70
'0:0:54.38,165.44
'0:0:54.39,165.35
'0:0:54.4,165.09
'0:0:54.41,164.83
'0:0:54.42,164.74
'0:0:54.43,164.65
'0:0:54.44,164.47
'0:0:54.45,164.30
'0:0:54.46,164.12
'0:0:54.47,164.03
'0:0:54.48,163.95
'0:0:54.49,163.77
'0:0:54.5,163.68
'0:0:54.51,163.68
'0:0:54.52,163.51
'0:0:54.53,163.51
'0:0:54.54,163.51
'0:0:54.55,163.42
'0:0:54.56,163.33
'0:0:54.57,163.33
'0:0:54.58,163.33
'0:0:54.59,163.33
'0:0:54.6,163.33
'0:0:54.61,163.24
'0:0:54.62,163.33
'0:0:54.63,163.33
'0:0:54.64,163.24
'0:0:54.65,163.33
'0:0:54.66,163.33
'0:0:54.67,163.42
'0:0:54.68,163.51
'0:0:54.69,163.59
'0:0:54.7,163.68
'0:0:54.71,163.86
'0:0:54.72,163.95
'0:0:54.73,164.12
'0:0:54.74,164.30
'0:0:54.75,164.47
'0:0:54.76,164.65
'0:0:54.77,164.91
'0:0:54.78,165.00
'0:0:54.79,165.18
'0:0:54.8,165.44
'0:0:54.81,165.53
'0:0:54.82,165.70
'0:0:54.83,165.97
'0:0:54.84,166.06
'0:0:54.85,166.32
'0:0:54.86,166.58
'0:0:54.87,166.67
'0:0:54.88,167.02
'0:0:54.89,167.29
'0:0:54.9,167.46
'0:0:54.91,167.81
'0:0:54.92,168.17
'0:0:54.93,168.52
'0:0:54.94,168.69
'0:0:54.95,168.87
'0:0:54.96,169.13
'0:0:54.97,169.31
'0:0:54.98,169.57
'0:0:54.99,169.66
'0:0:55.0,169.92
'0:0:55.01,170.36
'0:0:55.02,170.54
'0:0:55.03,170.54
'0:0:55.04,170.80
'0:0:55.05,170.89
'0:0:55.06,171.24
'0:0:55.07,171.42
'0:0:55.08,171.59
'0:0:55.09,171.77
'0:0:55.1,171.95
'0:0:55.11,172.12
'0:0:55.12,172.21
'0:0:55.13,172.39
'0:0:55.14,172.56
'0:0:55.15,172.74
'0:0:55.16,172.91
'0:0:55.17,173.00
'0:0:55.18,173.09
'0:0:55.19,173.18
'0:0:55.2,173.26
'0:0:55.21,173.44
'0:0:55.22,173.44
'0:0:55.23,173.53
'0:0:55.24,173.53
'0:0:55.25,173.62
'0:0:55.26,173.62
'0:0:55.27,173.62
'0:0:55.28,173.70
'0:0:55.29,173.70
'0:0:55.3,173.70
'0:0:55.31,173.62
'0:0:55.32,173.70
'0:0:55.33,173.70
'0:0:55.34,173.70
'0:0:55.35,173.70
'0:0:55.36,173.70
'0:0:55.37,173.62
'0:0:55.38,173.53
'0:0:55.39,173.44
'0:0:55.4,173.26
'0:0:55.41,173.26
'0:0:55.42,173.09
'0:0:55.43,172.91
'0:0:55.44,172.83
'0:0:55.45,172.56
'0:0:55.46,172.39
'0:0:55.47,172.21
'0:0:55.48,172.03
'0:0:55.49,171.86
'0:0:55.5,171.68
'0:0:55.51,171.51
'0:0:55.52,171.24
'0:0:55.53,171.07
'0:0:55.54,170.80
'0:0:55.55,170.63
'0:0:55.56,170.19
'0:0:55.57,170.10
'0:0:55.58,169.75
'0:0:55.59,169.66
'0:0:55.6,169.48
'0:0:55.61,169.22
'0:0:55.62,169.05
'0:0:55.63,168.78
'0:0:55.64,168.52
'0:0:55.65,168.43
'0:0:55.66,168.08
'0:0:55.67,167.81
'0:0:55.68,167.64
'0:0:55.69,167.37
'0:0:55.7,167.11
'0:0:55.71,166.94
'0:0:55.72,166.76
'0:0:55.73,166.50
'0:0:55.74,166.32
'0:0:55.75,166.06
'0:0:55.76,165.88
'0:0:55.77,165.70
'0:0:55.78,165.53
'0:0:55.79,165.27
'0:0:55.8,165.18
'0:0:55.81,165.00
'0:0:55.82,164.74
'0:0:55.83,164.74
'0:0:55.84,164.47
'0:0:55.85,164.30
'0:0:55.86,164.30
'0:0:55.87,164.12
'0:0:55.88,164.03
'0:0:55.89,163.95
'0:0:55.9,163.86
'0:0:55.91,163.77
'0:0:55.92,163.77
'0:0:55.93,163.68
'0:0:55.94,163.59
'0:0:55.95,163.59
'0:0:55.96,163.59
'0:0:55.97,163.59
'0:0:55.98,163.59
'0:0:55.99,163.59
'0:0:56.0,163.59
'0:0:56.01,163.59
'0:0:56.02,163.59
'0:0:56.03,163.59
'0:0:56.04,163.59
'0:0:56.05,163.59
'0:0:56.06,163.68
'0:0:56.07,163.68
'0:0:56.08,163.77
'0:0:56.09,163.95
'0:0:56.1,163.95
'0:0:56.11,164.12
'0:0:56.12,164.30
'0:0:56.13,164.39
'0:0:56.14,164.56
'0:0:56.15,164.74
'0:0:56.16,164.91
'0:0:56.17,165.09
'0:0:56.18,165.27
'0:0:56.19,165.44
'0:0:56.2,165.88
'0:0:56.21,165.97
'0:0:56.22,166.06
'0:0:56.23,166.23
'0:0:56.24,166.32
'0:0:56.25,166.50
'0:0:56.26,166.76
'0:0:56.27,167.02
'0:0:56.28,167.20
'0:0:56.29,167.46
'0:0:56.3,167.81
'0:0:56.31,167.90
'0:0:56.32,168.17
'0:0:56.33,168.52
'0:0:56.34,168.61
'0:0:56.35,168.96
'0:0:56.36,169.22
'0:0:56.37,169.31
'0:0:56.38,169.57
'0:0:56.39,169.75
'0:0:56.4,169.92
'0:0:56.41,170.19
'0:0:56.42,170.45
'0:0:56.43,170.54
'0:0:56.44,170.80
'0:0:56.45,170.98
'0:0:56.46,171.16
'0:0:56.47,171.42
'0:0:56.48,171.59
'0:0:56.49,171.77
'0:0:56.5,171.95
'0:0:56.51,172.12
'0:0:56.52,172.21
'0:0:56.53,172.39
'0:0:56.54,172.56
'0:0:56.55,172.65
'0:0:56.56,172.83
'0:0:56.57,172.91
'0:0:56.58,172.91
'0:0:56.59,173.09
'0:0:56.6,173.18
'0:0:56.61,173.26
'0:0:56.62,173.35
'0:0:56.63,173.44
'0:0:56.64,173.44
'0:0:56.65,173.44
'0:0:56.66,173.44
'0:0:56.67,173.53
'0:0:56.68,173.53
'0:0:56.69,173.53
'0:0:56.7,173.53
'0:0:56.71,173.53
'0:0:56.72,173.53
'0:0:56.73,173.53
'0:0:56.74,173.53
'0:0:56.75,173.53
'0:0:56.76,173.44
'0:0:56.77,173.35
'0:0:56.78,173.26
'0:0:56.79,173.18
'0:0:56.8,173.09
'0:0:56.81,172.91
'0:0:56.82,172.83
'0:0:56.83,172.65
'0:0:56.84,172.39
'0:0:56.85,172.21
'0:0:56.86,172.03
'0:0:56.87,171.95
'0:0:56.88,171.68
'0:0:56.89,171.59
'0:0:56.9,171.33
'0:0:56.91,171.24
'0:0:56.92,170.98
'0:0:56.93,170.80
'0:0:56.94,170.72
'0:0:56.95,170.45
'0:0:56.96,170.19
'0:0:56.97,170.10
'0:0:56.98,169.75
'0:0:56.99,169.48
'0:0:57.0,169.40
'0:0:57.01,168.87
'0:0:57.02,168.69
'0:0:57.03,168.69
'0:0:57.04,168.43
'0:0:57.05,168.17
'0:0:57.06,167.99
'0:0:57.07,167.73
'0:0:57.08,167.46
'0:0:57.09,167.37
'0:0:57.1,167.02
'0:0:57.11,166.85
'0:0:57.12,166.67
'0:0:57.13,166.50
'0:0:57.14,166.23
'0:0:57.15,166.06
'0:0:57.16,165.88
'0:0:57.17,165.62
'0:0:57.18,165.62
'0:0:57.19,165.35
'0:0:57.2,165.18
'0:0:57.21,165.09
'0:0:57.22,164.91
'0:0:57.23,164.74
'0:0:57.24,164.65
'0:0:57.25,164.47
'0:0:57.26,164.39
'0:0:57.27,164.30
'0:0:57.28,164.21
'0:0:57.29,164.12
'0:0:57.3,164.03
'0:0:57.31,163.95
'0:0:57.32,163.86
'0:0:57.33,163.86
'0:0:57.34,163.77
'0:0:57.35,163.77
'0:0:57.36,163.77
'0:0:57.37,163.77
'0:0:57.38,163.77
'0:0:57.39,163.77
'0:0:57.4,163.77
'0:0:57.41,163.77
'0:0:57.42,163.77
'0:0:57.43,163.77
'0:0:57.44,163.77
'0:0:57.45,163.86
'0:0:57.46,163.95
'0:0:57.47,163.95
'0:0:57.48,164.12
'0:0:57.49,164.21
'0:0:57.5,164.39
'0:0:57.51,164.47
'0:0:57.52,164.56
'0:0:57.53,164.74
'0:0:57.54,164.83
'0:0:57.55,165.09
'0:0:57.56,165.27
'0:0:57.57,165.35
'0:0:57.58,165.62
'0:0:57.59,165.70
'0:0:57.6,165.88
'0:0:57.61,166.06
'0:0:57.62,166.23
'0:0:57.63,166.41
'0:0:57.64,166.58
'0:0:57.65,166.85
'0:0:57.66,167.02
'0:0:57.67,167.20
'0:0:57.68,167.46
'0:0:57.69,167.55
'0:0:57.7,167.90
'0:0:57.71,168.17
'0:0:57.72,168.34
'0:0:57.73,168.52
'0:0:57.74,168.87
'0:0:57.75,168.96
'0:0:57.76,169.22
'0:0:57.77,169.48
'0:0:57.78,169.66
'0:0:57.79,169.84
'0:0:57.8,170.10
'0:0:57.81,170.19
'0:0:57.82,170.45
'0:0:57.83,170.72
'0:0:57.84,170.80
'0:0:57.85,170.98
'0:0:57.86,171.24
'0:0:57.87,171.33
'0:0:57.88,171.59
'0:0:57.89,171.77
'0:0:57.9,171.86
'0:0:57.91,172.03
'0:0:57.92,172.21
'0:0:57.93,172.30
'0:0:57.94,172.39
'0:0:57.95,172.56
'0:0:57.96,172.65
'0:0:57.97,172.83
'0:0:57.98,172.83
'0:0:57.99,172.91
'0:0:58.0,173.09
'0:0:58.01,173.09
'0:0:58.02,173.18
'0:0:58.03,173.18
'0:0:58.04,173.26
'0:0:58.05,173.26
'0:0:58.06,173.26
'0:0:58.07,173.26
'0:0:58.08,173.26
'0:0:58.09,173.26
'0:0:58.1,173.35
'0:0:58.11,173.26
'0:0:58.12,173.35
'0:0:58.13,173.26
'0:0:58.14,173.26
'0:0:58.15,173.26
'0:0:58.16,173.18
'0:0:58.17,173.18
'0:0:58.18,173.00
'0:0:58.19,172.83
'0:0:58.2,172.83
'0:0:58.21,172.65
'0:0:58.22,172.47
'0:0:58.23,172.39
'0:0:58.24,172.21
'0:0:58.25,171.95
'0:0:58.26,171.95
'0:0:58.27,171.77
'0:0:58.28,171.51
'0:0:58.29,171.42
'0:0:58.3,171.16
'0:0:58.31,170.98
'0:0:58.32,170.80
'0:0:58.33,170.63
'0:0:58.34,170.45
'0:0:58.35,170.28
'0:0:58.36,170.01
'0:0:58.37,169.84
'0:0:58.38,169.66
'0:0:58.39,169.40
'0:0:58.4,169.05
'0:0:58.41,168.96
'0:0:58.42,168.69
'0:0:58.43,168.43
'0:0:58.44,168.34
'0:0:58.45,168.08
'0:0:58.46,167.81
'0:0:58.47,167.73
'0:0:58.48,167.46
'0:0:58.49,167.20
'0:0:58.5,167.11
'0:0:58.51,166.85
'0:0:58.52,166.58
'0:0:58.53,166.50
'0:0:58.54,166.23
'0:0:58.55,166.06
'0:0:58.56,165.88
'0:0:58.57,165.70
'0:0:58.58,165.53
'0:0:58.59,165.44
'0:0:58.6,165.27
'0:0:58.61,165.09
'0:0:58.62,165.00
'0:0:58.63,164.83
'0:0:58.64,164.74
'0:0:58.65,164.65
'0:0:58.66,164.47
'0:0:58.67,164.39
'0:0:58.68,164.30
'0:0:58.69,164.30
'0:0:58.7,164.12
'0:0:58.71,164.12
'0:0:58.72,164.12
'0:0:58.73,164.03
'0:0:58.74,164.03
'0:0:58.75,163.95
'0:0:58.76,163.95
'0:0:58.77,163.95
'0:0:58.78,163.95
'0:0:58.79,163.95
'0:0:58.8,163.95
'0:0:58.81,163.95
'0:0:58.82,163.95
'0:0:58.83,163.95
'0:0:58.84,163.95
'0:0:58.85,164.03
'0:0:58.86,164.03
'0:0:58.87,164.12
'0:0:58.88,164.30
'0:0:58.89,164.39
'0:0:58.9,164.47
'0:0:58.91,164.65
'0:0:58.92,164.74
'0:0:58.93,164.91
'0:0:58.94,165.18
'0:0:58.95,165.27
'0:0:58.96,165.44
'0:0:58.97,165.62
'0:0:58.98,165.79
'0:0:58.99,165.97
'0:0:59.0,166.06
'0:0:59.01,166.41
'0:0:59.02,166.58
'0:0:59.03,166.58
'0:0:59.04,166.76
'0:0:59.05,167.02
'0:0:59.06,167.20
'0:0:59.07,167.29
'0:0:59.08,167.55
'0:0:59.09,167.81
'0:0:59.1,167.99
'0:0:59.11,168.25
'0:0:59.12,168.43
'0:0:59.13,168.61
'0:0:59.14,168.87
'0:0:59.15,169.13
'0:0:59.16,169.31
'0:0:59.17,169.48
'0:0:59.18,169.75
'0:0:59.19,169.84
'0:0:59.2,170.01
'0:0:59.21,170.28
'0:0:59.22,170.36
'0:0:59.23,170.63
'0:0:59.24,170.80
'0:0:59.25,170.89
'0:0:59.26,171.16
'0:0:59.27,171.42
'0:0:59.28,171.51
'0:0:59.29,171.68
'0:0:59.3,171.77
'0:0:59.31,171.86
'0:0:59.32,172.03
'0:0:59.33,172.21
'0:0:59.34,172.30
'0:0:59.35,172.47
'0:0:59.36,172.47
'0:0:59.37,172.56
'0:0:59.38,172.65
'0:0:59.39,172.74
'0:0:59.4,172.83
'0:0:59.41,172.91
'0:0:59.42,173.00
'0:0:59.43,173.00
'0:0:59.44,173.00
'0:0:59.45,173.00
'0:0:59.46,173.00
'0:0:59.47,173.09
'0:0:59.48,173.09
'0:0:59.49,173.09
'0:0:59.5,173.09
'0:0:59.51,173.09
'0:0:59.52,173.09
'0:0:59.53,173.09
'0:0:59.54,173.09
'0:0:59.55,173.00
'0:0:59.56,172.91
'0:0:59.57,172.74
'0:0:59.58,172.74
'0:0:59.59,172.56
'0:0:59.6,172.47
'0:0:59.61,172.39
'0:0:59.62,172.21
'0:0:59.63,172.12
'0:0:59.64,172.03
'0:0:59.65,171.86
'0:0:59.66,171.59
'0:0:59.67,171.51
'0:0:59.68,171.24
'0:0:59.69,171.07
'0:0:59.7,170.98
'0:0:59.71,170.80
'0:0:59.72,170.54
'0:0:59.73,170.45
'0:0:59.74,170.28
'0:0:59.75,170.01
'0:0:59.76,169.84
'0:0:59.77,169.57
'0:0:59.78,169.31
'0:0:59.79,169.22
'0:0:59.8,168.96
'0:0:59.81,168.69
'0:0:59.82,168.61
'0:0:59.83,168.43
'0:0:59.84,168.17
'0:0:59.85,167.99
'0:0:59.86,167.81
'0:0:59.87,167.55
'0:0:59.88,167.37
'0:0:59.89,167.20
'0:0:59.9,166.94
'0:0:59.91,166.76
'0:0:59.92,166.58
'0:0:59.93,166.41
'0:0:59.94,166.32
'0:0:59.95,166.06
'0:0:59.96,165.88
'0:0:59.97,165.70
'0:0:59.98,165.53
'0:0:59.99,165.44
'0:1:0,165.35
